location,size,total_sqft,bath,price,bhk
Bisuvanahalli,3 BHK,1075.0,2.0,41.49,3
Electronic City,2 BHK,1190.0,2.0,42.0,2
Sarjapur  Road,3 BHK,1814.0,3.0,63.0,3
Rahmath Nagar,3 BHK,1400.0,3.0,98.0,3
Murugeshpalya,3 BHK,1344.0,2.0,56.0,3
Whitefield,4 Bedroom,5400.0,5.0,475.0,4
Kanakpura Road,3 BHK,1843.0,3.0,95.0,3
Chikkadunnasandra,2 BHK,1138.0,2.0,32.0,2
Nagappa Reddy Layout,3 BHK,1495.0,2.0,70.0,3
Electronic City,2 BHK,880.0,2.0,19.0,2
Whitefield,3 BHK,1396.0,3.0,74.0,3
Garudachar Palya,3 BHK,1610.0,2.0,119.0,3
Kumbena Agrahara,3 BHK,1410.0,2.0,43.71,3
Yelahanka,2 BHK,1104.0,2.0,58.0,2
Hennur Road,2 BHK,1165.0,2.0,67.0,2
Hormavu,2 BHK,1310.0,2.0,60.0,2
Jayanagar,3 BHK,2240.0,3.0,300.0,3
Electronic City,2 BHK,1150.0,2.0,38.08,2
Thanisandra,3 BHK,2019.0,3.0,70.67,3
Varthur,2 BHK,986.0,2.0,31.0,2
Gollarapalya Hosahalli,3 BHK,1318.0,3.0,56.0,3
Yelahanka,3 BHK,1325.0,2.0,58.0,3
Kereguddadahalli,2 BHK,800.0,2.0,33.0,2
Jalahalli East,2 BHK,1010.0,2.0,52.0,2
Banashankari,2 BHK,1260.0,2.0,75.0,2
Halanayakanahalli,3 Bedroom,1520.0,3.0,165.0,3
Harlur,2 BHK,1197.0,2.0,75.0,2
Thanisandra,3 BHK,1241.0,2.0,68.0,3
Maithri Layout,3 BHK,1567.0,2.0,62.0,3
Kasavanhalli,3 BHK,1747.0,3.0,110.0,3
Ramagondanahalli,3 BHK,1475.0,2.0,55.0,3
Hennur Road,2 BHK,980.0,2.0,51.0,2
Dasanapura,2 BHK,966.0,2.0,58.0,2
Ferrar Nagar,4 BHK,2360.0,3.0,185.0,4
Sarjapur  Road,2 BHK,1112.0,2.0,62.0,2
Surabhi Layout,3 BHK,1760.0,3.0,90.0,3
Hennur,3 BHK,1830.0,2.0,113.0,3
Yelahanka,2 BHK,1175.0,2.0,67.77,2
Whitefield,2 BHK,1175.0,2.0,41.0,2
Hennur Road,2 BHK,1232.0,2.0,80.0,2
5th Phase JP Nagar,2 BHK,1010.0,2.0,57.0,2
Sarjapur  Road,2 BHK,1273.0,2.0,60.0,2
Battarahalli,2 BHK,1590.0,2.0,102.0,2
Air View Colony,2 BHK,1100.0,2.0,58.5,2
Electronic City Phase II,3 BHK,1252.0,2.0,65.0,3
1st Phase JP Nagar,4 BHK,2615.0,5.0,222.0,4
Harlur,3 BHK,1755.0,3.0,117.0,3
Electronic City Phase II,2 BHK,1135.0,2.0,46.0,2
Ambedkar Nagar,4 Bedroom,3500.0,4.0,550.0,4
Kanakpura Road,3 BHK,1100.0,2.0,53.0,3
Ayappa Nagar,2 BHK,1236.0,2.0,50.0,2
KR Puram,2 BHK,1075.0,2.0,32.25,2
Kadugodi,2 BHK,1150.0,2.0,42.0,2
Hennur Road,2 BHK,1085.0,2.0,43.4,2
Hebbal Kempapura,3 BHK,1785.0,3.0,165.0,3
Malleshwaram,3 BHK,2475.0,4.0,300.0,3
Thanisandra,3 BHK,1930.0,4.0,120.0,3
Bannerghatta Road,3 BHK,1920.0,3.0,122.0,3
Thanisandra,1 BHK,760.0,1.0,50.4,1
Sahakara Nagar,2 BHK,1201.0,2.0,80.0,2
Electronic City,3 BHK,1615.0,3.0,97.0,3
Budigere,3 BHK,1991.0,4.0,100.0,3
Kasavanhalli,2 BHK,1377.0,2.0,80.0,2
Cunningham Road,3 BHK,2880.0,3.0,560.0,3
Laxmi Sagar Layout,3 Bedroom,1892.0,3.0,200.0,3
Shivaji Nagar,3 BHK,2176.0,3.0,348.0,3
Thanisandra,1 BHK,663.0,1.0,32.82,1
Talaghattapura,3 BHK,3554.0,4.0,340.0,3
Thanisandra,2 BHK,1260.0,2.0,45.5,2
Volagerekallahalli,2 BHK,1095.0,2.0,39.0,2
Seegehalli,2 BHK,1176.0,2.0,50.0,2
Thanisandra,3 BHK,1801.0,3.0,115.0,3
Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2
Uttarahalli,3 BHK,1308.0,2.0,53.0,3
Sarjapur  Road,4 Bedroom,4250.0,4.0,610.0,4
Thanisandra,3 BHK,1806.0,6.0,116.0,3
Hoodi,3 BHK,2144.0,3.0,140.0,3
Hoskote,2 BHK,1065.0,2.0,33.75,2
Balagere,2 BHK,1205.0,2.0,67.0,2
Uttarahalli,2 BHK,1160.0,2.0,40.58,2
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
Iblur Village,4 BHK,3633.0,5.0,335.0,4
Kanakpura Road,3 BHK,1843.0,3.0,90.0,3
Thubarahalli,3 BHK,1885.0,3.0,85.52,3
TC Palaya,2 BHK,1126.0,2.0,39.4,2
Rayasandra,3 BHK,1357.0,2.0,59.0,3
Whitefield,3 BHK,1451.0,2.0,46.4,3
Hennur Road,2 BHK,950.0,2.0,55.0,2
Bellandur,2 BHK,960.0,2.0,48.0,2
Kaggalipura,3 Bedroom,2200.0,4.0,150.0,3
Ambalipura,3 BHK,1607.0,2.0,112.0,3
Kanakpura Road,2 BHK,900.0,2.0,46.29,2
Shree Ananth Nagar Layout,2 BHK,1080.0,2.0,38.0,2
Hosa Road,4 BHK,1708.0,3.0,64.05,4
Bellandur,3 BHK,1690.0,2.0,116.0,3
Haralur Road,2 BHK,1243.0,2.0,46.0,2
Electronic City Phase II,2 BHK,1165.0,2.0,33.64,2
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
Old Madras Road,3 BHK,1630.0,3.0,110.0,3
Whitefield,2 BHK,1063.0,2.0,42.52,2
Shikaripalya,2 BHK,1025.0,2.0,39.98,2
Kanakpura Road,2 BHK,1299.0,2.0,89.63,2
Panathur,2 BHK,1343.0,2.0,76.0,2
Mallasandra,3 BHK,1524.0,2.0,72.0,3
Lingadheeranahalli,4 BHK,2236.0,4.0,153.0,4
Balagere,2 BHK,1205.0,2.0,79.0,2
Gopalapura,3 BHK,1950.2,3.0,261.0,3
Sarjapur  Road,3 BHK,1157.0,2.0,69.0,3
Kanakapura,1 BHK,825.0,1.0,35.475,1
Sarjapur  Road,2 BHK,1000.0,2.0,40.0,2
Yelahanka,1 BHK,602.0,1.0,33.0,1
Hoodi,2 BHK,1108.0,2.0,66.46,2
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2
Kanakpura Road,1 BHK,850.0,1.0,37.32,1
Gopalapura,3 BHK,2171.66,3.0,298.0,3
Kanaka Nagar,2 BHK,900.0,2.0,40.0,2
Kudlu,1 BHK,720.0,1.0,33.0,1
Thanisandra,3 BHK,1573.0,3.0,115.0,3
Sarjapur  Road,2 BHK,1026.0,2.0,60.8,2
Electronic City Phase II,3 BHK,1400.0,2.0,40.44,3
Sarjapur  Road,2 BHK,1150.0,2.0,48.5,2
Malleshwaram,3 BHK,2400.0,3.0,380.0,3
Kothanur,3 BHK,1790.0,3.0,105.0,3
Ramagondanahalli,2 BHK,1125.0,2.0,75.0,2
Hennur,3 BHK,1830.5,3.0,84.205,3
Marathahalli,2 BHK,1100.0,2.0,50.0,2
Banaswadi,2 BHK,1105.0,2.0,57.0,2
Thanisandra,2 BHK,1110.0,2.0,46.5,2
Dasanapura,1 BHK,708.0,1.0,41.0,1
Thigalarapalya,4 BHK,3122.0,6.0,250.0,4
Sarjapur  Road,2 BHK,1205.0,2.0,37.0,2
5th Phase JP Nagar,3 BHK,1450.0,2.0,73.0,3
Dasarahalli,2 BHK,1200.0,2.0,42.0,2
Kalena Agrahara,3 BHK,1837.0,2.0,95.0,3
Whitefield,2 BHK,1346.0,2.0,76.01,2
Balagere,2 BHK,1012.0,2.0,68.0,2
Gopalapura,3 BHK,1950.2,3.0,193.0,3
Kaggadasapura,3 BHK,1500.0,2.0,60.0,3
Harlur,2 BHK,1197.0,2.0,79.9,2
Chandapura,3 BHK,1230.0,2.0,31.37,3
Channasandra Layout,3 BHK,1563.0,2.0,52.0,3
Hebbal Kempapura,4 BHK,3729.0,4.0,384.0,4
Sarjapur  Road,3 Bedroom,1600.0,3.0,120.0,3
Green Glen Layout,3 BHK,1715.0,3.0,120.0,3
Ramagondanahalli,2 BHK,1151.0,2.0,42.5,2
Yelahanka,2 BHK,1315.0,2.0,77.0,2
Varthur,3 BHK,1600.0,3.0,63.2,3
Jakkur,3 BHK,1660.0,3.0,104.0,3
Kodichikkanahalli,2 BHK,1299.0,2.0,58.0,2
Haralur Road,2 BHK,953.0,2.0,90.0,2
Gunjur,2 BHK,1457.0,2.0,60.0,2
Yelahanka,3 BHK,1075.0,2.0,33.53,3
Kanakpura Road,3 BHK,1450.0,3.0,51.0,3
Iblur Village,5 BHK,5515.0,6.0,425.0,5
Bellandur,1 BHK,950.0,1.0,40.0,1
Amam Enclave Layout,2 BHK,1013.0,2.0,60.0,2
Yelahanka,3 BHK,1430.0,3.0,61.0,3
Anantapura,3 BHK,1600.0,3.0,77.0,3
Ayappa Nagar,2 BHK,1190.0,2.0,48.0,2
Ashwath Nagar,3 BHK,1625.0,3.0,95.0,3
Lakshminarayana Pura,3 BHK,1615.0,3.0,150.0,3
Kalena Agrahara,2 BHK,1180.0,2.0,85.0,2
Bellandur,2 BHK,850.0,2.0,45.0,2
HRBR Layout,2 BHK,1300.0,2.0,90.0,2
Hennur Road,3 BHK,1891.0,3.0,110.0,3
Hennur Road,3 BHK,1735.0,3.0,78.0,3
Bisuvanahalli,3 BHK,1075.0,2.0,33.0,3
Uttarahalli,3 BHK,1590.0,3.0,57.0,3
Devanahalli,2 BHK,1010.0,2.0,58.0,2
Electronic City,2 BHK,1221.0,2.0,68.0,2
Hoodi,2 BHK,1108.0,2.0,87.48,2
Sarjapur  Road,2 BHK,1370.0,2.0,70.0,2
Bhoganhalli,2 BHK,1277.0,2.0,79.89,2
Sarjapur,4 Bedroom,2400.0,3.0,140.0,4
Kanakpura Road,3 BHK,1570.0,3.0,68.0,3
Nallurhalli,2 BHK,1053.0,2.0,44.0,2
Hoysalanagar,3 BHK,1325.0,2.0,56.0,3
Badavala Nagar,2 BHK,1274.0,2.0,90.0,2
Whitefield,2 BHK,1317.0,2.0,52.0,2
Lakshminarayana Pura,2 BHK,1195.0,2.0,75.0,2
Whitefield,4 BHK,2858.0,4.0,137.0,4
Kammasandra,2 BHK,940.0,2.0,35.0,2
Budigere,3 BHK,1820.0,3.0,95.5,3
Whitefield,3 BHK,1615.0,3.0,96.9,3
Subramanyapura,2 BHK,985.0,2.0,62.5,2
Attibele,2 BHK,656.0,2.0,25.0,2
Kaggadasapura,2 BHK,1105.0,2.0,39.5,2
Whitefield,2 BHK,1220.0,2.0,55.0,2
Hoodi,3 BHK,1400.0,3.0,74.0,3
Uttarahalli,2 BHK,1000.0,2.0,35.0,2
Uttarahalli,3 BHK,1330.0,2.0,57.0,3
Old Madras Road,2 BHK,1165.0,2.0,52.0,2
Budigere,2 BHK,1153.0,2.0,56.0,2
Bannerghatta Road,2 BHK,1270.0,2.0,45.0,2
Banashankari Stage III,3 BHK,1420.0,2.0,95.0,3
Bellandur,2 BHK,1454.0,2.0,90.0,2
Whitefield,2 BHK,1116.0,2.0,48.76,2
Sarjapur  Road,2 BHK,1346.0,2.0,74.03,2
Hessarghatta,2 BHK,1062.0,2.0,50.0,2
JP Nagar,2 BHK,1405.0,2.0,99.0,2
Chikka Tirupathi,3 Bedroom,2153.0,4.0,120.0,3
Ulsoor,3 BHK,2135.0,3.0,170.0,3
Uttarahalli,2 BHK,1125.0,2.0,47.0,2
Doddathoguru,2 BHK,940.0,2.0,32.9,2
Hosa Road,2 BHK,1063.0,2.0,32.79,2
Brookefield,2 BHK,1382.0,2.0,84.5,2
KR Puram,3 BHK,1400.0,2.0,60.0,3
Sarjapur  Road,1 BHK,475.0,1.0,26.0,1
Glass Factory Layout,3 BHK,1450.0,3.0,65.0,3
Kudlu,2 BHK,1162.0,2.0,52.0,2
Hosa Road,2 BHK,1161.0,2.0,48.75,2
Green Glen Layout,3 BHK,1623.29,2.0,105.0,3
Brookefield,2 BHK,1260.0,2.0,70.0,2
Billekahalli,4 Bedroom,1672.0,3.0,190.0,4
Seegehalli,3 Bedroom,3000.0,4.0,240.0,3
Murugeshpalya,3 BHK,1500.0,2.0,70.0,3
Budigere,1 BHK,705.0,1.0,34.545,1
Dollars Colony,3 BHK,2000.0,3.0,200.0,3
Electronic City,3 Bedroom,1200.0,3.0,150.0,3
Whitefield,3 BHK,1400.0,2.0,56.0,3
Ramagondanahalli,3 BHK,2257.0,3.0,155.0,3
Budigere,2 BHK,1153.0,2.0,56.5,2
Sarjapur  Road,2 BHK,1197.0,2.0,56.86,2
Siddapura,2 BHK,1150.0,2.0,90.0,2
Hoodi,3 BHK,1837.0,3.0,110.0,3
Bellandur,3 BHK,1830.0,3.0,91.86,3
Green Glen Layout,3 BHK,1715.0,3.0,115.0,3
Electronic City,2 BHK,970.0,2.0,35.0,2
Siddapura,3 Bedroom,5480.0,4.0,400.0,3
Sarjapur  Road,4 BHK,3040.0,4.0,135.0,4
Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,66.0,2
Begur Road,2 BHK,1160.0,2.0,36.54,2
Mallappa Layout,3 BHK,1500.0,3.0,75.0,3
Ramamurthy Nagar,2 BHK,935.0,2.0,39.0,2
Domlur,3 BHK,1650.0,3.0,180.0,3
Dodsworth Layout,3 Bedroom,5656.0,5.0,499.0,3
Vinayak Nagar,2 BHK,1300.0,2.0,33.0,2
Kaggalipura,2 BHK,950.0,2.0,60.0,2
Ankappa Layout,3 BHK,1425.0,2.0,65.0,3
Uttarahalli,2 BHK,1165.0,1.0,42.09,2
Kalena Agrahara,3 BHK,1510.0,3.0,78.0,3
Thanisandra,2 BHK,1305.0,2.0,90.0,2
Kodigehaali,2 BHK,866.0,2.0,32.0,2
Hulimavu,2 BHK,1231.0,2.0,84.5,2
Yeshwanthpur,3 BHK,2500.0,3.0,138.0,3
Whitefield,2 BHK,1140.0,2.0,55.0,2
Kanakpura Road,1 BHK,525.0,1.0,30.0,1
Vidyaranyapura,2 BHK,1100.0,2.0,41.0,2
Bannerghatta Road,4 Bedroom,4723.0,4.0,500.0,4
Sarjapur,4 Bedroom,3508.0,4.0,386.0,4
Kalena Agrahara,2 BHK,1354.0,2.0,70.0,2
Basavangudi,4 BHK,2453.0,3.0,250.0,4
Electronics City Phase 1,2 BHK,1205.0,2.0,60.0,2
Doopanahalli,3 BHK,1625.0,3.0,150.0,3
Bannerghatta Road,3 BHK,1520.0,2.0,80.0,3
Kadugodi,3 BHK,1762.0,3.0,109.0,3
Budigere,2 BHK,1153.0,2.0,58.0,2
Yelahanka,4 BHK,2650.0,4.0,223.0,4
Sompura,3 BHK,1350.0,2.0,47.0,3
Billekahalli,2 BHK,950.0,2.0,56.0,2
Jakkur,3 BHK,3295.0,3.0,310.0,3
Coconut Grove Layout,3 BHK,1515.0,3.0,80.5,3
Neeladri Nagar,2 BHK,1100.0,2.0,30.0,2
Yelahanka,3 BHK,1355.0,2.0,51.5,3
Padmanabhanagar,3 BHK,2051.0,3.0,170.0,3
BTM Layout,3 BHK,1470.0,2.0,99.0,3
Silver Springs Layout,3 BHK,1550.0,2.0,70.0,3
Bannerghatta Road,3 BHK,1270.0,2.0,73.0,3
Bhoganhalli,4 BHK,2119.0,4.0,111.0,4
Hebbal Kempapura,3 BHK,1600.0,3.0,170.0,3
Kudlu Gate,3 BHK,1320.0,2.0,50.0,3
Tejaswini Nagar,3 BHK,1410.0,2.0,54.0,3
Whitefield,2 BHK,1200.0,2.0,70.0,2
Electronic City,2 BHK,995.0,2.0,48.0,2
Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2
Sonnenahalli,1 BHK,605.0,1.0,30.24,1
Yelahanka,1 BHK,567.0,1.0,25.0,1
Banashankari Stage VI,3 BHK,1410.5,2.0,70.385,3
Green Glen Layout,3 BHK,1715.0,3.0,105.0,3
Bannerghatta Road,3 BHK,1846.0,3.0,120.0,3
Whitefield,2 BHK,1015.0,2.0,56.0,2
Thanisandra,2 BHK,1100.0,2.0,36.0,2
Thanisandra,3 BHK,1965.0,4.0,125.0,3
Haralur Road,2 BHK,1230.0,2.0,67.65,2
Lingadheeranahalli,3 BHK,1894.0,4.0,114.0,3
Jakkur,3 BHK,1950.0,3.0,131.0,3
Sector 2 HSR Layout,2 BHK,1231.0,2.0,66.0,2
Mahadevpura,2 BHK,1236.0,2.0,58.0,2
Begur,3 BHK,1443.0,2.0,70.0,3
Chandapura,3 BHK,1305.0,3.0,33.28,3
Kudlu Gate,2 BHK,1183.0,2.0,79.54,2
Rajiv Gandhi Nagar,3 BHK,1750.0,3.0,100.0,3
Electronic City,2 BHK,1342.0,2.0,90.0,2
Motappa Layout,2 BHK,1113.0,2.0,52.0,2
Devarabeesana Halli,3 BHK,1738.0,3.0,110.0,3
Hebbal,4 BHK,2790.0,4.0,198.0,4
Sarjapur  Road,3 BHK,1857.0,4.0,155.0,3
Rajaji Nagar,2 BHK,1763.0,3.0,240.0,2
Chikkalasandra,2 BHK,1290.0,2.0,72.0,2
Yeshwanthpur,2 BHK,1160.0,2.0,64.08,2
Sarjapur  Road,4 Bedroom,1750.0,3.0,185.0,4
Lingadheeranahalli,4 BHK,2240.0,4.0,160.0,4
Electronics City Phase 1,2 BHK,891.0,2.0,26.0,2
Ambedkar Nagar,3 BHK,1852.0,3.0,125.0,3
Chandapura,3 BHK,1323.0,2.0,42.0,3
Vittasandra,2 BHK,1404.0,2.0,67.5,2
Gollarapalya Hosahalli,2 BHK,1129.0,2.0,50.0,2
Mahalakshmi Layout,3 BHK,1876.0,3.0,150.0,3
Brooke Bond First Cross,3 BHK,1720.0,3.0,95.0,3
Mysore Road,2 BHK,1175.0,2.0,86.68,2
Hosa Road,3 BHK,1893.0,3.0,130.0,3
Whitefield,3 BHK,1430.0,3.0,52.0,3
Green View Layout,2 BHK,850.0,2.0,45.0,2
CV Raman Nagar,2 BHK,1392.0,2.0,110.0,2
Kanakpura Road,3 BHK,1938.0,3.0,105.0,3
HBR Layout,3 BHK,1832.0,3.0,160.0,3
Jakkur,2 BHK,1432.0,2.0,85.0,2
Kanakpura Road,3 BHK,1843.0,3.0,96.2,3
Hulimavu,3 BHK,1916.0,2.0,150.0,3
Old Madras Road,2 BHK,2640.0,2.0,170.0,2
Bommanahalli,2 BHK,1160.0,2.0,53.0,2
Lakshminarayana Pura,2 BHK,1200.0,2.0,80.0,2
Ramagondanahalli,3 BHK,1500.0,3.0,100.0,3
Electronic City Phase II,3 BHK,1336.0,2.0,50.35,3
Choodasandra,2 BHK,1065.0,2.0,46.0,2
Hebbal,2 BHK,1294.0,2.0,115.0,2
Rachenahalli,3 BHK,1550.0,3.0,68.5,3
Whitefield,2 BHK,1216.0,2.0,75.0,2
7th Phase JP Nagar,3 BHK,1430.0,2.0,102.0,3
Frazer Town,4 BHK,4100.0,4.0,660.0,4
Hoodi,3 BHK,1660.0,3.0,125.0,3
Thanisandra,3 BHK,1430.0,2.0,56.0,3
Hennur Road,3 BHK,1470.0,2.0,75.0,3
Jalahalli,2 BHK,1045.0,2.0,76.77,2
Hebbal,4 BHK,4225.0,6.0,359.0,4
Anjanapura,2 BHK,950.0,2.0,30.0,2
Doddathoguru,3 BHK,1382.0,3.0,65.0,3
Sarjapur  Road,3 BHK,1660.0,2.0,116.0,3
Vijinapura,2 BHK,1290.0,2.0,71.95,2
Whitefield,3 BHK,1010.0,2.0,45.0,3
Dodda Nekkundi,2 BHK,1200.0,2.0,71.0,2
Budigere,3 BHK,1636.0,3.0,88.0,3
Rajaji Nagar,3 BHK,2367.0,3.0,320.0,3
Budigere,2 BHK,1153.0,2.0,56.55,2
Hegde Nagar,3 BHK,2087.01,4.0,160.0,3
LB Shastri Nagar,2 BHK,1200.0,2.0,47.0,2
HSR Layout,3 BHK,1844.0,3.0,89.0,3
Begur Road,2 BHK,1215.0,2.0,43.75,2
Chennappa Layout,2 BHK,1220.0,2.0,52.0,2
Kanakpura Road,1 BHK,525.0,1.0,26.0,1
Bommasandra,2 BHK,955.0,2.0,37.97,2
Magadi Road,2 BHK,884.0,2.0,48.0,2
Dodda Nekkundi,3 Bedroom,2400.0,4.0,300.0,3
Harlur,4 BHK,2990.0,4.0,225.0,4
Bellandur,2 BHK,1195.0,2.0,52.0,2
Sarjapur  Road,2 BHK,984.0,2.0,45.75,2
Bommasandra,2 BHK,1089.0,2.0,40.0,2
Hennur Road,2 BHK,1165.0,2.0,52.0,2
Hennur,3 BHK,1482.0,3.0,110.0,3
Kanakapura,3 BHK,1938.0,3.0,113.0,3
Mico Layout,2 BHK,1140.0,2.0,43.0,2
Hegde Nagar,4 Bedroom,3734.0,5.0,430.0,4
Tejaswini Nagar,1 BHK,720.0,1.0,28.0,1
Richards Town,2 BHK,1100.0,2.0,90.0,2
Rachenahalli,3 BHK,1550.0,2.0,73.5,3
Chikbasavanapura,2 BHK,1220.0,2.0,60.0,2
Sarjapur  Road,3 BHK,1347.0,2.0,44.0,3
Lake City,1 BHK,600.0,1.0,22.8,1
Whitefield,3 BHK,2321.0,4.0,157.0,3
Bhagyalakshmi Avenue,1 BHK,540.0,1.0,24.0,1
Sonnenahalli,3 BHK,1484.0,3.0,75.0,3
Sarjapur  Road,2 BHK,1105.0,2.0,40.0,2
Vidyaranyapura,2 BHK,1200.0,2.0,60.5,2
Whitefield,4 Bedroom,4007.0,4.0,530.0,4
Rajaji Nagar,3 BHK,2409.0,3.0,395.0,3
Old Airport Road,2 BHK,1055.0,2.0,75.0,2
Hosa Road,3 BHK,1541.0,3.0,69.61,3
Whitefield,2 BHK,1224.0,2.0,75.0,2
Kambipura,2 BHK,883.0,2.0,39.0,2
Shree Ananth Nagar Layout,2 BHK,1154.0,2.0,57.0,2
Kanakpura Road,3 BHK,1610.0,3.0,78.5,3
Devasthanagalu,2 BHK,1057.0,2.0,42.0,2
Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,65.0,2
Gulimangala,2 BHK,980.0,2.0,35.0,2
Sarjapur  Road,2 BHK,1140.0,2.0,40.0,2
Raja Rajeshwari Nagar,2 BHK,1206.0,2.0,40.7,2
Koramangala,3 BHK,1600.0,3.0,170.0,3
Tunganagara,3 BHK,1270.0,2.0,35.56,3
Electronic City,2 BHK,1128.0,2.0,63.5,2
Electronics City Phase 1,1 BHK,640.0,1.0,45.0,1
Kanakapura,2 BHK,1090.0,2.0,38.15,2
Electronic City,1 BHK,589.0,1.0,29.0,1
Sarjapur  Road,4 Bedroom,3150.0,4.0,500.0,4
Kundalahalli,2 BHK,1315.0,2.0,74.0,2
Bellandur,3 BHK,1435.0,2.0,115.0,3
Kadugodi,2 BHK,1314.0,2.0,80.0,2
Koramangala,2 BHK,1260.0,2.0,100.0,2
Mysore Road,3 BHK,1082.0,2.0,45.0,3
Hennur Road,2 BHK,1052.0,2.0,34.72,2
Kodigehaali,3 BHK,1442.0,3.0,80.0,3
Kaggadasapura,3 BHK,1500.0,2.0,75.0,3
Hennur,2 BHK,1255.0,2.0,53.57,2
Kundalahalli,3 Bedroom,2100.0,3.0,150.0,3
Hennur Road,2 BHK,1450.0,2.0,80.0,2
Sarjapur  Road,2 BHK,1346.0,2.0,69.61,2
Electronic City Phase II,3 BHK,925.0,2.0,49.82,3
Lingadheeranahalli,3 BHK,1768.0,3.0,81.31,3
Gubbalala,3 BHK,1745.0,3.0,130.0,3
Byadarahalli,4 BHK,3500.0,3.0,425.0,4
Sonnenahalli,3 BHK,1550.0,3.0,50.0,3
Rajiv Nagar,4 BHK,2340.0,5.0,160.0,4
Whitefield,3 BHK,1655.0,3.0,113.0,3
Battarahalli,3 BHK,2024.0,3.0,103.0,3
Siddapura,4 Bedroom,3100.0,5.0,425.0,4
Jalahalli,3 BHK,1575.0,4.0,100.0,3
Iblur Village,3 BHK,1920.0,3.0,130.0,3
Sarjapur  Road,4 Bedroom,6200.0,4.0,744.0,4
Kambipura,3 BHK,1082.0,2.0,55.0,3
BTM 2nd Stage,3 BHK,1265.0,2.0,55.0,3
Vittasandra,2 BHK,1246.0,2.0,67.4,2
Hosa Road,1 BHK,615.0,1.0,43.08,1
7th Phase JP Nagar,2 BHK,1128.0,2.0,60.0,2
Tirumanahalli,2 BHK,1260.0,2.0,55.0,2
Bellandur,3 BHK,1830.0,3.0,89.89,3
Yelahanka,1 BHK,602.0,2.0,30.0,1
Hegde Nagar,3 BHK,1835.0,3.0,89.0,3
Kanakpura Road,3 BHK,1250.0,3.0,62.6,3
Murugeshpalya,3 BHK,1855.0,3.0,96.0,3
Kanakpura Road,3 BHK,1450.0,3.0,60.91,3
Sarjapur  Road,3 BHK,2089.0,3.0,148.0,3
Haralur Road,3 BHK,1464.0,3.0,56.0,3
Begur Road,2 BHK,1200.0,2.0,44.73,2
Sarjapur,2 BHK,1095.0,2.0,45.0,2
Ambedkar Nagar,3 Bedroom,2900.0,3.0,297.0,3
BTM 2nd Stage,3 BHK,2500.0,3.0,345.0,3
Kothanur,3 BHK,1170.0,3.0,80.0,3
6th Phase JP Nagar,2 BHK,1280.0,2.0,88.0,2
Rajaji Nagar,2 BHK,1224.0,2.0,105.0,2
Thanisandra,3 BHK,1694.0,3.0,125.0,3
Electronic City,2 BHK,825.0,2.0,30.0,2
Chandapura,2 BHK,985.0,2.0,25.12,2
Murugeshpalya,2 BHK,1175.0,2.0,75.0,2
Whitefield,3 BHK,1740.0,3.0,85.0,3
Carmelaram,3 BHK,1770.0,3.0,99.0,3
Horamavu Agara,2 BHK,1090.0,2.0,46.0,2
Jogupalya,3 BHK,1800.0,3.0,130.0,3
Jigani,3 BHK,1221.0,3.0,65.0,3
8th Phase JP Nagar,2 BHK,1046.0,2.0,48.0,2
Uttarahalli,3 BHK,1290.0,2.0,56.12,3
Electronic City Phase II,2 BHK,1065.0,2.0,30.76,2
Ambedkar Nagar,3 BHK,1850.0,4.0,121.0,3
Battarahalli,2 BHK,1097.0,2.0,49.0,2
Kalena Agrahara,2 BHK,1200.0,3.0,70.0,2
Anekal,2 BHK,1140.0,2.0,52.0,2
Padmanabhanagar,2 BHK,1150.0,2.0,50.0,2
Babusapalaya,2 BHK,1245.0,2.0,58.0,2
Vasanth nagar,4 BHK,4750.0,6.0,948.0,4
Brookefield,3 BHK,1594.0,3.0,140.0,3
Chandapura,1 BHK,645.0,1.0,16.45,1
Kanakpura Road,2 BHK,700.0,2.0,36.0,2
Raja Rajeshwari Nagar,2 BHK,1000.0,2.0,50.0,2
Whitefield,6 Bedroom,4000.0,5.0,540.0,6
Gopalkrishna Nagar,3 BHK,1570.0,2.0,95.0,3
Sarjapur  Road,2 BHK,1290.0,2.0,88.0,2
Langford Gardens,3 BHK,2777.29,5.0,649.0,3
Shanti Nagar,3 BHK,2250.0,3.0,180.0,3
Akshayanagara East,2 BHK,1145.0,2.0,44.0,2
Electronic City Phase II,2 BHK,1065.0,2.0,30.75,2
Whitefield,3 BHK,1650.0,3.0,48.0,3
Sarjapur  Road,2 BHK,1371.0,2.0,86.0,2
Electronic City,3 BHK,1575.0,3.0,94.5,3
Yelahanka,2 BHK,1362.0,2.0,66.0,2
Haralur Road,3 BHK,1255.0,3.0,90.0,3
Electronics City Phase 1,2 BHK,1088.0,2.0,30.46,2
Yelahanka,2 BHK,1234.0,2.0,80.0,2
Sarjapur  Road,3 BHK,2140.0,3.0,139.0,3
Thubarahalli,3 BHK,1584.0,3.0,101.0,3
Whitefield,2 BHK,1175.0,2.0,50.0,2
Chandapura,1 BHK,645.0,1.0,16.45,1
